,art_no,art_name,hierarchy_level2_desc,hierarchy_level3_desc,date_of_day,store_count,sold_qty_units,total_cust_count,low_stock_warning,unit_price_weekly,unit_discount_weekly
475,9,Spiced Salt for Meat,Spices,Spices I,2020-02-20,4,5.0,5,0,6.99,0.0
180,13,500g Indian Curry,Spices,Spices I,2020-02-20,59,114.0,100,0,6.69,-0.03
1988,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-20,39,163.0,91,0,1.87,-0.02
2614,22,500g Pasta Rigate,Extras,Dough,2020-02-20,35,261.0,187,0,2.92,-0.07
547,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-02-20,27,136.0,42,0,0.76,-0.01
1395,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-20,36,128.0,74,0,2.95,-0.04
2480,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-02-20,44,276.0,104,0,0.46,-0.0
1637,15,500g Penne,Extras,Dough,2020-02-20,60,1677.0,432,0,1.2,-0.01
2112,8,40g Chilli Pepper,Spices,Spices I,2020-02-20,3,5.0,4,0,2.49,0.0
2261,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-20,6,8.0,8,0,3.74,-0.45
46,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-02-20,21,102.0,31,0,0.88,-0.01
1703,4,500g Speciality Pasta,Extras,Dough,2020-02-20,62,504.0,310,0,1.47,-0.02
906,24,1kg Gnocchi,Extras,Dough,2020-02-20,32,129.0,97,0,2.95,-0.04
684,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-02-20,21,39.0,31,0,16.82,-0.17
799,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-20,45,121.0,79,0,1.19,-0.02
1121,12,45g Pasta,Spices,Spices II,2020-02-20,4,7.0,7,0,3.99,0.0
1186,5,30g Bio Savoury Spices,Spices,Spices II,2020-02-20,28,41.0,37,0,2.71,-0.01
1020,21,80g Granulated Onion,Spices,Spices II,2020-02-20,42,88.0,80,0,2.87,-0.02
1773,4,500g Speciality Pasta,Extras,Dough,2020-02-27,63,1869.0,1124,0,1.49,-0.0
477,9,Spiced Salt for Meat,Spices,Spices I,2020-02-27,4,4.0,4,0,6.99,0.0
1231,5,30g Bio Savoury Spices,Spices,Spices II,2020-02-27,28,37.0,35,0,2.72,0.0
1940,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-27,42,245.0,115,0,1.88,-0.01
1589,15,500g Penne,Extras,Dough,2020-02-27,62,5546.0,2550,0,1.0,-0.0
186,13,500g Indian Curry,Spices,Spices I,2020-02-27,62,120.0,103,0,6.66,0.0
713,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-02-27,32,57.0,54,0,16.98,-0.01
1853,16,500g Spaghetti,Extras,Dough,2020-02-27,64,8188.0,2897,0,1.0,-0.0
2508,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-02-27,40,189.0,86,0,0.82,-0.0
330,7,30g Bio Thyme,Spices,Spices II,2020-02-27,44,87.0,82,0,2.91,-0.0
1347,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-02-27,52,435.0,195,0,0.74,-0.0
1115,12,45g Pasta,Spices,Spices II,2020-02-27,6,9.0,9,0,3.99,0.0
1551,11,200g Green Pepper,Spices,Spices I,2020-02-27,33,48.0,43,0,13.49,0.0
2574,22,500g Pasta Rigate,Extras,Dough,2020-02-27,36,535.0,388,0,2.98,-0.01
785,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-27,44,134.0,91,0,1.21,-0.0
1023,21,80g Granulated Onion,Spices,Spices II,2020-02-27,45,126.0,106,0,2.88,-0.01
2296,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-27,7,8.0,8,0,4.19,0.0
88,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-02-27,47,280.0,119,0,0.74,0.0
2113,8,40g Chilli Pepper,Spices,Spices I,2020-02-27,2,5.0,5,0,2.49,0.0
870,24,1kg Gnocchi,Extras,Dough,2020-02-27,36,362.0,301,0,2.98,-0.01
266,6,80g Bio Pepper Whole,Spices,Spices II,2020-02-27,47,140.0,131,0,3.87,-0.01
611,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-02-27,53,298.0,125,0,0.79,-0.0
2380,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-27,52,353.0,203,0,1.27,-0.02
1464,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-02-27,42,184.0,86,0,2.99,0.0
1997,19,190g Chilli Flakes,Spices,Spices I,2020-02-27,23,29.0,26,0,6.79,0.0
1515,11,200g Green Pepper,Spices,Spices I,2020-03-05,26,38.0,32,0,13.47,-0.02
122,13,500g Indian Curry,Spices,Spices I,2020-03-05,56,101.0,90,0,6.68,0.0
2176,8,40g Chilli Pepper,Spices,Spices I,2020-03-05,2,3.0,3,0,2.49,0.0
503,9,Spiced Salt for Meat,Spices,Spices I,2020-03-05,9,9.0,9,0,6.66,-0.33
2444,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-03-05,22,84.0,35,0,0.82,0.0
1996,19,190g Chilli Flakes,Spices,Spices I,2020-03-05,18,28.0,27,0,6.79,0.0
1035,21,80g Granulated Onion,Spices,Spices II,2020-03-05,43,101.0,91,0,2.88,-0.01
1228,5,30g Bio Savoury Spices,Spices,Spices II,2020-03-05,24,38.0,35,0,2.71,-0.01
1976,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-05,38,149.0,87,0,1.88,-0.01
865,24,1kg Gnocchi,Extras,Dough,2020-03-05,34,214.0,158,0,2.99,-0.0
760,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-05,38,107.0,76,0,1.2,-0.01
61,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-05,38,153.0,66,0,0.74,0.0
217,6,80g Bio Pepper Whole,Spices,Spices II,2020-03-05,38,77.0,73,0,3.87,-0.01
2306,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-05,49,341.0,181,0,1.27,-0.02
2209,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-05,5,5.0,5,0,4.19,0.0
1750,4,500g Speciality Pasta,Extras,Dough,2020-03-05,60,639.0,428,0,1.48,-0.01
2576,22,500g Pasta Rigate,Extras,Dough,2020-03-05,35,307.0,240,0,2.99,-0.0
1127,12,45g Pasta,Spices,Spices II,2020-03-05,4,10.0,9,0,3.72,-0.07
1591,15,500g Penne,Extras,Dough,2020-03-05,61,796.0,400,0,1.83,-0.02
1837,16,500g Spaghetti,Extras,Dough,2020-03-05,58,1198.0,479,0,1.84,-0.01
1298,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-03-05,45,205.0,102,0,0.74,0.0
357,7,30g Bio Thyme,Spices,Spices II,2020-03-05,33,66.0,62,0,2.9,-0.01
725,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-05,30,51.0,44,0,16.89,-0.1
590,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-03-05,30,125.0,51,0,0.8,-0.0
1437,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-05,39,117.0,71,0,2.99,-0.0
2034,19,190g Chilli Flakes,Spices,Spices I,2020-03-12,20,36.0,33,0,6.11,-0.68
2119,8,40g Chilli Pepper,Spices,Spices I,2020-03-12,3,5.0,5,0,2.49,0.0
1723,4,500g Speciality Pasta,Extras,Dough,2020-03-12,66,5112.0,2693,0,0.77,-0.0
410,7,30g Bio Thyme,Spices,Spices II,2020-03-12,48,152.0,141,0,2.9,-0.01
166,13,500g Indian Curry,Spices,Spices I,2020-03-12,64,172.0,159,0,6.68,-0.02
1360,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-12,47,158.0,100,0,2.99,-0.0
228,6,80g Bio Pepper Whole,Spices,Spices II,2020-03-12,55,263.0,235,0,3.87,-0.01
805,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-12,51,254.0,167,0,1.21,-0.0
1104,12,45g Pasta,Spices,Spices II,2020-03-12,6,20.0,20,0,3.97,-0.02
1624,15,500g Penne,Extras,Dough,2020-03-12,65,5402.0,2464,0,0.95,-0.0
2550,22,500g Pasta Rigate,Extras,Dough,2020-03-12,36,1133.0,783,0,2.99,-0.0
630,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-12,43,91.0,83,0,16.98,-0.01
1181,5,30g Bio Savoury Spices,Spices,Spices II,2020-03-12,35,56.0,52,0,2.72,-0.0
67,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-12,53,444.0,184,0,0.88,-0.01
851,24,1kg Gnocchi,Extras,Dough,2020-03-12,36,694.0,516,0,2.99,-0.0
2266,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-12,9,21.0,20,0,3.77,-0.42
558,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-03-12,55,772.0,310,0,0.8,-0.0
1856,16,500g Spaghetti,Extras,Dough,2020-03-12,66,8902.0,3050,0,0.95,-0.0
1931,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-12,52,380.0,199,0,1.89,-0.0
1038,21,80g Granulated Onion,Spices,Spices II,2020-03-12,54,203.0,174,0,2.88,-0.01
2447,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-03-12,54,613.0,248,0,0.81,-0.0
524,9,Spiced Salt for Meat,Spices,Spices I,2020-03-12,6,7.0,7,0,6.99,0.0
1535,11,200g Green Pepper,Spices,Spices I,2020-03-12,36,50.0,48,0,13.46,-0.03
2311,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-12,56,663.0,416,0,1.29,-0.0
1339,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-03-12,54,602.0,286,0,0.89,-0.0
2144,8,40g Chilli Pepper,Spices,Spices I,2020-03-19,2,4.0,4,0,2.49,0.0
512,9,Spiced Salt for Meat,Spices,Spices I,2020-03-19,9,9.0,9,0,6.99,0.0
1419,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-19,41,115.0,81,0,2.98,0.0
2304,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-19,56,535.0,332,0,1.28,-0.01
898,24,1kg Gnocchi,Extras,Dough,2020-03-19,3,3.0,3,1,2.99,0.0
2211,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-19,9,15.0,13,0,3.77,-0.42
116,13,500g Indian Curry,Spices,Spices I,2020-03-19,47,88.0,81,0,6.67,-0.0
1222,5,30g Bio Savoury Spices,Spices,Spices II,2020-03-19,32,61.0,57,0,2.72,-0.0
1349,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-03-19,47,253.0,119,0,0.87,-0.02
11,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-19,43,208.0,101,0,0.89,-0.0
823,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-19,48,182.0,137,0,1.2,-0.01
2500,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-03-19,39,134.0,68,0,0.81,-0.0
1472,11,200g Green Pepper,Spices,Spices I,2020-03-19,18,22.0,21,0,13.45,-0.04
1818,16,500g Spaghetti,Extras,Dough,2020-03-19,5,56.0,23,1,0.98,0.0
658,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-19,27,58.0,39,0,16.97,-0.02
1890,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-19,51,322.0,168,0,1.88,-0.01
573,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-03-19,56,536.0,195,0,0.46,0.0
1756,4,500g Speciality Pasta,Extras,Dough,2020-03-19,15,231.0,122,1,0.78,0.0
345,7,30g Bio Thyme,Spices,Spices II,2020-03-19,49,117.0,116,0,2.9,-0.01
1040,21,80g Granulated Onion,Spices,Spices II,2020-03-19,44,115.0,106,0,2.88,-0.01
1136,12,45g Pasta,Spices,Spices II,2020-03-19,5,11.0,11,0,3.99,0.0
283,6,80g Bio Pepper Whole,Spices,Spices II,2020-03-19,50,199.0,175,0,3.87,-0.01
1654,15,500g Penne,Extras,Dough,2020-03-19,11,248.0,102,1,0.93,0.0
2072,19,190g Chilli Flakes,Spices,Spices I,2020-03-19,13,16.0,16,0,6.11,-0.68
2524,22,500g Pasta Rigate,Extras,Dough,2020-03-19,34,815.0,587,0,2.98,-0.01
1742,4,500g Speciality Pasta,Extras,Dough,2020-03-26,4,44.0,24,1,1.44,-0.04
407,7,30g Bio Thyme,Spices,Spices II,2020-03-26,46,134.0,129,0,2.9,-0.01
1664,15,500g Penne,Extras,Dough,2020-03-26,15,851.0,477,1,1.84,-0.01
1468,11,200g Green Pepper,Spices,Spices I,2020-03-26,24,28.0,27,0,13.29,-0.22
1865,16,500g Spaghetti,Extras,Dough,2020-03-26,2,61.0,21,1,1.85,0.0
190,13,500g Indian Curry,Spices,Spices I,2020-03-26,47,84.0,82,0,6.71,-0.1
466,9,Spiced Salt for Meat,Spices,Spices I,2020-03-26,1,1.0,1,1,6.99,0.0
2166,8,40g Chilli Pepper,Spices,Spices I,2020-03-26,3,4.0,4,0,2.49,0.0
1049,12,45g Pasta,Spices,Spices II,2020-03-26,5,15.0,15,0,3.96,-0.03
294,6,80g Bio Pepper Whole,Spices,Spices II,2020-03-26,41,124.0,114,0,3.86,-0.02
1287,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-03-26,40,151.0,86,0,0.88,-0.01
1957,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-26,56,422.0,231,0,1.88,-0.01
2014,19,190g Chilli Flakes,Spices,Spices I,2020-03-26,21,30.0,30,0,6.71,-0.08
1005,21,80g Granulated Onion,Spices,Spices II,2020-03-26,52,142.0,136,0,2.87,-0.02
667,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-26,14,20.0,18,0,16.63,-0.36
2274,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-26,10,17.0,13,0,4.17,-0.02
1462,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-26,57,230.0,157,0,2.96,-0.01
2390,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-26,53,512.0,341,0,1.28,-0.01
2,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-03-26,36,145.0,70,0,0.88,-0.01
1245,5,30g Bio Savoury Spices,Spices,Spices II,2020-03-26,30,53.0,51,0,2.71,-0.01
2441,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-03-26,47,247.0,116,0,0.46,0.0
2586,22,500g Pasta Rigate,Extras,Dough,2020-03-26,29,446.0,356,0,2.98,-0.01
784,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-03-26,48,225.0,181,0,1.2,-0.01
574,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-03-26,33,178.0,80,0,0.81,-0.0
1881,16,500g Spaghetti,Extras,Dough,2020-04-02,1,11.0,4,1,1.85,0.0
1693,4,500g Speciality Pasta,Extras,Dough,2020-04-02,2,36.0,17,1,1.42,-0.07
1888,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-02,56,684.0,373,0,1.88,-0.01
2139,8,40g Chilli Pepper,Spices,Spices I,2020-04-02,5,9.0,9,0,2.49,0.0
2369,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-02,56,1019.0,685,0,1.28,-0.01
1046,21,80g Granulated Onion,Spices,Spices II,2020-04-02,53,275.0,262,0,2.88,-0.01
1473,11,200g Green Pepper,Spices,Spices I,2020-04-02,30,33.0,32,0,13.64,-0.05
478,9,Spiced Salt for Meat,Spices,Spices I,2020-04-02,12,19.0,19,0,6.88,-0.11
698,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-02,17,37.0,25,0,16.77,-0.22
121,13,500g Indian Curry,Spices,Spices I,2020-04-02,56,116.0,106,0,8.48,-0.01
2429,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-04-02,40,160.0,73,0,0.82,-0.0
2013,19,190g Chilli Flakes,Spices,Spices I,2020-04-02,16,25.0,23,0,6.76,-0.03
81,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-02,44,184.0,81,0,0.89,-0.0
273,6,80g Bio Pepper Whole,Spices,Spices II,2020-04-02,23,72.0,67,0,3.88,-0.0
1460,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-02,74,542.0,398,0,2.98,-0.01
2276,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-02,5,6.0,6,0,4.19,0.0
1351,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-04-02,47,198.0,93,0,0.87,-0.02
832,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-02,53,333.0,249,0,1.2,-0.01
2548,22,500g Pasta Rigate,Extras,Dough,2020-04-02,25,448.0,343,0,2.99,-0.0
333,7,30g Bio Thyme,Spices,Spices II,2020-04-02,50,176.0,174,0,2.9,-0.01
942,24,1kg Gnocchi,Extras,Dough,2020-04-02,1,2.0,2,1,2.99,0.0
1074,12,45g Pasta,Spices,Spices II,2020-04-02,6,23.0,20,0,3.99,0.0
588,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-04-02,55,575.0,214,0,0.46,0.0
1646,15,500g Penne,Extras,Dough,2020-04-02,9,406.0,245,1,1.85,-0.0
1177,5,30g Bio Savoury Spices,Spices,Spices II,2020-04-02,33,63.0,58,0,2.71,-0.01
324,7,30g Bio Thyme,Spices,Spices II,2020-04-09,42,93.0,91,0,2.9,-0.01
2298,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-09,6,10.0,9,0,4.19,0.0
1261,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-04-09,27,89.0,47,0,0.88,-0.01
1081,12,45g Pasta,Spices,Spices II,2020-04-09,5,13.0,12,0,3.97,-0.02
1977,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-09,51,310.0,182,0,1.88,-0.01
2557,22,500g Pasta Rigate,Extras,Dough,2020-04-09,17,83.0,70,0,2.99,0.0
2400,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-09,56,558.0,355,0,1.29,-0.0
806,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-09,48,179.0,133,0,1.21,-0.0
1497,11,200g Green Pepper,Spices,Spices I,2020-04-09,16,19.0,18,0,13.65,-0.04
146,13,500g Indian Curry,Spices,Spices I,2020-04-09,40,60.0,56,0,8.49,0.0
2024,19,190g Chilli Flakes,Spices,Spices I,2020-04-09,10,14.0,11,0,6.79,0.0
544,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-04-09,39,119.0,62,0,0.81,-0.0
1570,15,500g Penne,Extras,Dough,2020-04-09,14,233.0,144,1,1.84,-0.01
296,6,80g Bio Pepper Whole,Spices,Spices II,2020-04-09,10,13.0,13,1,3.88,0.0
729,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-09,12,21.0,16,0,16.97,-0.02
1454,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-09,69,282.0,213,0,2.97,-0.01
73,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-09,32,121.0,43,0,0.89,-0.0
1850,16,500g Spaghetti,Extras,Dough,2020-04-09,11,245.0,137,1,1.84,-0.01
472,9,Spiced Salt for Meat,Spices,Spices I,2020-04-09,12,13.0,13,0,6.99,0.0
2143,8,40g Chilli Pepper,Spices,Spices I,2020-04-09,4,11.0,11,0,2.49,0.0
1189,5,30g Bio Savoury Spices,Spices,Spices II,2020-04-09,30,44.0,43,0,2.7,-0.02
2457,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-04-09,36,124.0,45,0,0.82,-0.0
1740,4,500g Speciality Pasta,Extras,Dough,2020-04-09,2,10.0,5,1,1.41,-0.08
899,24,1kg Gnocchi,Extras,Dough,2020-04-09,2,6.0,4,1,2.99,0.0
949,21,80g Granulated Onion,Spices,Spices II,2020-04-09,49,159.0,152,0,2.88,-0.01
327,7,30g Bio Thyme,Spices,Spices II,2020-04-16,45,93.0,91,0,2.9,-0.01
1875,16,500g Spaghetti,Extras,Dough,2020-04-16,17,649.0,308,1,1.24,-0.61
2501,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-04-16,33,147.0,44,0,0.83,-0.0
2515,22,500g Pasta Rigate,Extras,Dough,2020-04-16,20,92.0,73,0,2.98,-0.01
484,9,Spiced Salt for Meat,Spices,Spices I,2020-04-16,9,13.0,11,0,6.47,-0.52
1928,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-16,44,214.0,116,0,1.88,-0.01
1182,5,30g Bio Savoury Spices,Spices,Spices II,2020-04-16,26,32.0,31,0,2.72,0.0
1506,11,200g Green Pepper,Spices,Spices I,2020-04-16,17,20.0,19,0,13.69,0.0
643,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-16,13,29.0,21,0,16.98,-0.01
1746,4,500g Speciality Pasta,Extras,Dough,2020-04-16,1,7.0,5,1,1.0,-0.49
1370,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-16,44,144.0,98,0,2.99,-0.0
76,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-16,27,107.0,43,0,0.88,-0.01
622,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-04-16,29,82.0,40,0,0.81,-0.01
1340,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-04-16,36,97.0,51,0,0.88,-0.01
775,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-16,38,114.0,79,0,1.2,-0.01
1656,15,500g Penne,Extras,Dough,2020-04-16,32,395.0,262,0,1.24,-0.61
1143,12,45g Pasta,Spices,Spices II,2020-04-16,4,10.0,10,0,3.99,0.0
2185,8,40g Chilli Pepper,Spices,Spices I,2020-04-16,4,5.0,5,0,2.49,0.0
128,13,500g Indian Curry,Spices,Spices I,2020-04-16,42,76.0,69,0,7.65,-0.84
910,24,1kg Gnocchi,Extras,Dough,2020-04-16,12,80.0,68,1,2.0,-0.99
234,6,80g Bio Pepper Whole,Spices,Spices II,2020-04-16,14,21.0,21,1,3.87,-0.01
2065,19,190g Chilli Flakes,Spices,Spices I,2020-04-16,13,15.0,15,0,6.76,-0.03
2357,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-16,53,504.0,296,0,1.28,-0.01
979,21,80g Granulated Onion,Spices,Spices II,2020-04-16,45,134.0,126,0,2.89,-0.0
2231,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-16,2,3.0,2,1,4.19,0.0
1666,15,500g Penne,Extras,Dough,2020-04-23,60,446.0,314,0,1.85,-0.0
1539,11,200g Green Pepper,Spices,Spices I,2020-04-23,22,27.0,26,0,13.69,0.0
857,24,1kg Gnocchi,Extras,Dough,2020-04-23,14,43.0,36,0,2.99,0.0
1452,23,25g Pistachios Chopped,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-23,50,157.0,104,0,2.98,-0.01
1911,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-23,50,261.0,138,0,1.88,-0.01
1191,5,30g Bio Savoury Spices,Spices,Spices II,2020-04-23,20,31.0,29,0,2.71,-0.01
2131,8,40g Chilli Pepper,Spices,Spices I,2020-04-23,5,8.0,6,0,2.49,0.0
1055,12,45g Pasta,Spices,Spices II,2020-04-23,4,8.0,8,0,3.96,-0.03
312,6,80g Bio Pepper Whole,Spices,Spices II,2020-04-23,37,74.0,69,0,3.87,-0.01
322,7,30g Bio Thyme,Spices,Spices II,2020-04-23,44,104.0,97,0,2.9,-0.01
2505,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-04-23,45,289.0,111,0,0.46,0.0
452,9,Spiced Salt for Meat,Spices,Spices I,2020-04-23,4,5.0,5,0,5.79,0.0
1838,16,500g Spaghetti,Extras,Dough,2020-04-23,19,340.0,158,1,1.85,-0.0
2232,20,420g Baking Powder,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-23,5,7.0,7,0,4.19,0.0
2537,22,500g Pasta Rigate,Extras,Dough,2020-04-23,35,323.0,264,0,2.98,-0.01
562,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-04-23,31,78.0,43,0,0.81,-0.0
1334,14,Fine Mushroom Sauce,Broth_Products,Soup_Broth_Products,2020-04-23,32,84.0,38,0,0.88,-0.01
111,13,500g Indian Curry,Spices,Spices I,2020-04-23,42,71.0,62,0,7.65,-0.84
1699,4,500g Speciality Pasta,Extras,Dough,2020-04-23,1,12.0,10,1,1.47,-0.02
677,1,1kg Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-23,19,30.0,25,0,16.99,0.0
1013,21,80g Granulated Onion,Spices,Spices II,2020-04-23,52,175.0,169,0,2.88,-0.01
802,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-23,29,89.0,61,0,1.21,-0.0
2366,17,125g Dark Chocolate,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-23,56,469.0,289,0,1.28,-0.01
2048,19,190g Chilli Flakes,Spices,Spices I,2020-04-23,17,18.0,17,0,6.79,0.0
90,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-23,19,55.0,24,0,0.88,-0.01
737,3,200g Chocolate Crumble,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-30,41,126.0,100,0,1.21,-0.0
2499,2,Pasta Penne,Broth_Products,Soup_Broth_Products,2020-04-30,29,147.0,43,0,0.82,-0.01
1866,16,500g Spaghetti,Extras,Dough,2020-04-30,40,356.0,187,0,1.84,-0.01
202,13,500g Indian Curry,Spices,Spices I,2020-04-30,51,86.0,77,0,8.49,0.0
1892,25,150g Chocolate Coatings,Baking_Desserts_Sugar_Salt,Dried_Fruits,2020-04-30,50,246.0,137,0,1.88,-0.01
983,21,80g Granulated Onion,Spices,Spices II,2020-04-30,50,169.0,159,0,2.88,-0.01
594,18,Fix for Potato Gratin,Broth_Products,Soup_Broth_Products,2020-04-30,50,390.0,147,0,0.46,0.0
225,6,80g Bio Pepper Whole,Spices,Spices II,2020-04-30,41,116.0,103,0,3.87,-0.01
93,10,Meat Sauce,Broth_Products,Soup_Broth_Products,2020-04-30,29,104.0,47,0,0.89,-0.0
1549,11,200g Green Pepper,Spices,Spices I,2020-04-30,23,29.0,27,0,13.69,0.0
